customerID,gender,SeniorCitizen,tenure,TenureGroup,Contract,InternetService,MonthlyCharges,TotalCharges,AvgMonthlySpend,Churn,ChurnFlag
6734-JDTTV,Male,0,65,4-6 yrs,Two year,No,19.85,1267.05,19.19772727272727,No,0
7850-THJMU,Female,0,26,2-4 yrs,Two year,No,19.65,494.9,18.32962962962963,No,0
3890-RTCMS,Male,0,16,1-2 yrs,Month-to-month,DSL,49.45,799.0,47.0,No,0
8849-GYOKR,Female,0,54,4-6 yrs,One year,Fiber optic,106.55,5763.3,104.78727272727274,Yes,1
3148-BLQJT,Male,0,1,0-1 yr,Month-to-month,No,20.1,20.1,10.05,Yes,1
3717-FDJFU,Male,0,5,0-1 yr,Two year,No,20.45,106.9,17.816666666666666,No,0
3665-JATSN,Female,0,19,1-2 yrs,Month-to-month,DSL,39.7,710.05,35.5025,No,0
7966-YOTQW,Male,0,10,0-1 yr,Month-to-month,DSL,54.5,568.2,51.654545454545456,No,0
0461-CVKMU,Female,0,23,1-2 yrs,Month-to-month,Fiber optic,83.8,1900.25,79.17708333333333,Yes,1
8806-EAGWC,Male,0,3,0-1 yr,Month-to-month,DSL,55.15,159.15,39.7875,Yes,1
8853-TZDGH,Female,0,72,4-6 yrs,Two year,Fiber optic,111.6,8012.75,109.76369863013699,No,0
7779-LGOVN,Male,1,10,0-1 yr,Month-to-month,Fiber optic,86.65,856.65,77.87727272727273,Yes,1
4324-BZCKL,Female,0,10,0-1 yr,Month-to-month,DSL,55.55,551.3,50.11818181818182,No,0
6924-TDGMT,Male,0,11,0-1 yr,One year,No,20.55,184.95,15.4125,No,0
9710-ZUSHQ,Female,1,37,2-4 yrs,Month-to-month,Fiber optic,106.75,4056.75,106.75657894736842,Yes,1
1536-YHDOE,Male,0,17,1-2 yrs,One year,DSL,62.1,1096.65,60.925000000000004,No,0
8123-QBNAZ,Female,0,36,2-4 yrs,Month-to-month,Fiber optic,104.5,3684.95,99.59324324324324,No,0
3629-ZNKXA,Male,1,17,1-2 yrs,Month-to-month,Fiber optic,101.8,1752.45,97.35833333333333,No,0
4827-LTQRJ,Female,1,66,4-6 yrs,One year,Fiber optic,110.6,7210.85,107.62462686567164,No,0
7711-YIJWC,Male,0,61,4-6 yrs,One year,DSL,84.9,5264.5,84.91129032258064,No,0
5482-VXSXJ,Male,0,22,1-2 yrs,Month-to-month,Fiber optic,93.2,2157.3,93.79565217391306,No,0
7365-BVCJH,Male,0,1,0-1 yr,Month-to-month,DSL,24.4,24.4,12.2,No,0
9620-ENEJV,Female,0,6,0-1 yr,Month-to-month,Fiber optic,70.55,433.95,61.99285714285714,No,0
4183-WCSEP,Male,0,31,2-4 yrs,Month-to-month,Fiber optic,78.45,2435.15,76.0984375,Yes,1
2378-YIZKA,Female,0,68,4-6 yrs,Two year,DSL,85.0,5607.75,81.27173913043478,No,0
5498-TXHLF,Female,0,34,2-4 yrs,Month-to-month,Fiber optic,87.45,2874.15,82.11857142857143,Yes,1
0689-DSXGL,Female,0,52,4-6 yrs,Month-to-month,Fiber optic,85.8,4433.3,83.64716981132077,No,0
6818-DJXAA,Female,0,10,0-1 yr,Month-to-month,Fiber optic,91.1,964.35,87.66818181818182,No,0
9722-UJOJR,Male,0,29,2-4 yrs,Month-to-month,Fiber optic,70.75,1974.8,65.82666666666667,Yes,1
0464-WJTKO,Female,0,72,4-6 yrs,Two year,No,20.1,1460.85,20.011643835616436,No,0
8902-ZEOVF,Male,0,47,2-4 yrs,One year,No,20.05,951.55,19.823958333333334,No,0
6778-EICRF,Male,0,24,1-2 yrs,One year,DSL,74.8,1821.2,72.848,No,0
2662-NNTDK,Male,0,65,4-6 yrs,One year,No,24.8,1600.95,24.256818181818183,No,0
4132-KALRO,Female,0,4,0-1 yr,Month-to-month,Fiber optic,100.85,399.25,79.85,No,0
3902-FOIGH,Male,1,12,0-1 yr,Month-to-month,Fiber optic,101.35,1218.55,93.73461538461538,Yes,1
6772-KSATR,Male,0,1,0-1 yr,Month-to-month,Fiber optic,81.7,81.7,40.85,Yes,1
7112-OPOTK,Male,0,33,2-4 yrs,Month-to-month,Fiber optic,68.25,2171.15,63.85735294117647,Yes,1
2874-YXVVA,Female,0,34,2-4 yrs,Month-to-month,Fiber optic,105.1,3634.8,103.85142857142857,No,0
1245-HARPS,Female,0,14,1-2 yrs,Two year,No,20.4,292.4,19.493333333333332,No,0
4210-QFJMF,Female,0,4,0-1 yr,Month-to-month,Fiber optic,79.15,317.25,63.45,Yes,1
4323-ELYYB,Male,0,13,1-2 yrs,One year,No,20.0,218.55,15.610714285714286,No,0
4293-ETKAP,Female,0,65,4-6 yrs,Two year,DSL,79.4,5071.9,76.8469696969697,No,0
6064-PUPMC,Male,0,23,1-2 yrs,One year,DSL,57.2,1423.35,59.30625,No,0
6504-VBLFL,Male,0,55,4-6 yrs,Two year,DSL,58.6,3068.6,54.79642857142857,No,0
6322-PJJDJ,Male,0,49,4-6 yrs,Two year,Fiber optic,94.8,4690.65,93.81299999999999,No,0
0330-BGYZE,Male,0,60,4-6 yrs,One year,Fiber optic,102.5,6157.6,100.94426229508197,No,0
1085-LDWAM,Female,0,69,4-6 yrs,One year,No,20.35,1442.65,20.609285714285715,No,0
7586-ZATGZ,Male,0,40,2-4 yrs,Month-to-month,Fiber optic,84.9,3369.05,82.1719512195122,No,0
7197-VOJMM,Male,0,67,4-6 yrs,Two year,DSL,69.2,4671.65,68.70073529411764,No,0
3318-OSATS,Male,1,35,2-4 yrs,Month-to-month,Fiber optic,95.45,3474.05,96.5013888888889,Yes,1
5828-AVIPD,Male,0,19,1-2 yrs,One year,Fiber optic,100.95,1875.55,93.7775,Yes,1
1843-TLSGD,Female,0,13,1-2 yrs,Two year,No,20.85,272.35,19.45357142857143,No,0
9626-VFRGG,Female,0,41,2-4 yrs,Month-to-month,Fiber optic,88.5,3645.05,86.78690476190476,No,0
7075-BNDVQ,Female,0,4,0-1 yr,Month-to-month,DSL,35.0,135.75,27.15,No,0
9143-CANJF,Female,0,24,1-2 yrs,Month-to-month,DSL,55.15,1319.85,52.794,No,0
7284-BUYEC,Female,0,5,0-1 yr,Month-to-month,DSL,50.95,229.4,38.233333333333334,No,0
2041-JIJCI,Female,0,5,0-1 yr,Month-to-month,DSL,64.0,370.25,61.708333333333336,No,0
1086-LXKFY,Female,0,1,0-1 yr,Month-to-month,Fiber optic,69.1,69.1,34.55,Yes,1
4900-MSOMT,Female,0,72,4-6 yrs,Two year,DSL,80.2,5714.2,78.27671232876712,No,0
2229-VWQJH,Female,0,24,1-2 yrs,Month-to-month,DSL,49.3,1233.25,49.33,No,0
9194-GFVOI,Female,0,42,2-4 yrs,Two year,DSL,84.35,3571.6,83.06046511627906,No,0
1336-EZFZY,Female,0,4,0-1 yr,Month-to-month,No,20.05,83.3,16.66,No,0
4282-MSACW,Male,0,68,4-6 yrs,One year,Fiber optic,117.2,8035.95,116.46304347826087,No,0
1403-LKLIK,Female,0,33,2-4 yrs,One year,No,20.1,579.4,17.041176470588233,No,0
2636-ALXXZ,Female,1,1,0-1 yr,Month-to-month,Fiber optic,69.6,69.6,34.8,Yes,1
7774-OJSXI,Male,0,31,2-4 yrs,One year,Fiber optic,103.45,3066.45,95.8265625,Yes,1
7786-WBJYI,Female,0,4,0-1 yr,Month-to-month,Fiber optic,77.95,305.55,61.11,Yes,1
0136-IFMYD,Male,1,69,4-6 yrs,Two year,Fiber optic,109.95,7634.25,109.06071428571428,No,0
5144-TVGLP,Male,1,38,2-4 yrs,Month-to-month,Fiber optic,94.75,3653.0,93.66666666666667,No,0
9643-AVVWI,Female,0,3,0-1 yr,Month-to-month,Fiber optic,80.0,241.3,60.325,No,0
0253-ZTEOB,Female,0,48,2-4 yrs,Two year,DSL,79.65,3870.3,78.9857142857143,No,0
2706-QZIHY,Female,0,15,1-2 yrs,Two year,No,25.2,387.9,24.24375,No,0
6061-PQHMK,Female,0,25,2-4 yrs,One year,No,19.9,527.5,20.28846153846154,No,0
9885-CSMWE,Female,1,1,0-1 yr,Month-to-month,Fiber optic,78.45,78.45,39.225,Yes,1
6137-MFAJN,Female,0,48,2-4 yrs,Month-to-month,DSL,44.8,2104.55,42.95,No,0
9122-UMROB,Male,0,1,0-1 yr,Month-to-month,No,20.3,20.3,10.15,No,0
4232-JGKIY,Male,0,1,0-1 yr,Month-to-month,No,19.2,19.2,9.6,No,0
2402-TAIRZ,Female,0,37,2-4 yrs,One year,Fiber optic,80.05,3019.1,79.45,No,0
9659-ZTWSM,Male,1,66,4-6 yrs,One year,Fiber optic,107.35,7051.95,105.25298507462686,No,0
9139-TWBAS,Female,0,26,2-4 yrs,One year,DSL,47.85,1190.5,44.092592592592595,No,0
6685-GBWJZ,Male,0,63,4-6 yrs,One year,DSL,70.8,4448.8,69.5125,No,0
5016-ETTFF,Male,0,10,0-1 yr,Month-to-month,DSL,29.5,255.25,23.204545454545453,Yes,1
3866-MDTUB,Female,0,2,0-1 yr,Month-to-month,DSL,70.75,146.9,48.96666666666667,Yes,1
2195-VVRJF,Male,1,18,1-2 yrs,Month-to-month,DSL,59.1,1011.05,53.21315789473684,No,0
3913-RDSJZ,Female,0,64,4-6 yrs,Two year,No,25.55,1714.95,26.383846153846154,No,0
8058-JMEQO,Female,1,9,0-1 yr,Month-to-month,Fiber optic,84.45,762.5,76.25,Yes,1
4203-QGNZA,Female,0,28,2-4 yrs,Month-to-month,No,20.25,535.35,18.46034482758621,No,0
5043-TRZWM,Female,0,1,0-1 yr,Month-to-month,Fiber optic,75.55,75.55,37.775,No,0
0697-ZMSWS,Male,0,4,0-1 yr,Month-to-month,Fiber optic,85.65,338.9,67.78,Yes,1
7657-DYEPJ,Male,1,38,2-4 yrs,One year,DSL,70.15,2497.35,64.03461538461538,Yes,1
9494-BDNNC,Male,0,66,4-6 yrs,One year,Fiber optic,95.3,6273.4,93.63283582089552,No,0
1640-PLFMP,Female,0,1,0-1 yr,Month-to-month,Fiber optic,70.25,70.25,35.125,No,0
5366-OBVMR,Female,0,18,1-2 yrs,Month-to-month,DSL,50.3,908.75,47.828947368421055,No,0
8276-MQBYC,Male,1,51,4-6 yrs,Month-to-month,Fiber optic,97.8,4913.3,94.48653846153846,Yes,1
7644-OMVMY,Male,0,0,,Two year,No,19.85,1397.475,1397.475,No,0
7593-XFKDI,Male,0,1,0-1 yr,Month-to-month,DSL,46.3,46.3,23.15,Yes,1
4573-JKNAE,Male,0,12,0-1 yr,Two year,No,19.35,212.3,16.33076923076923,No,0
0337-CNPZE,Female,0,41,2-4 yrs,Month-to-month,Fiber optic,106.3,4443.45,105.79642857142856,Yes,1
9817-APLHW,Male,0,12,0-1 yr,Month-to-month,No,25.0,316.2,24.323076923076922,No,0
8380-MQINP,Female,0,55,4-6 yrs,Two year,No,20.3,1079.05,19.26875,No,0
0840-DFEZH,Female,0,7,0-1 yr,Month-to-month,Fiber optic,75.35,564.65,70.58125,No,0
1513-XNPPH,Female,0,12,0-1 yr,Month-to-month,Fiber optic,89.4,1095.65,84.28076923076924,Yes,1
8690-ZVLCL,Female,0,68,4-6 yrs,Two year,DSL,88.0,6161.9,89.30289855072463,No,0
6015-VVHHE,Female,1,5,0-1 yr,Month-to-month,Fiber optic,83.15,446.05,74.34166666666667,Yes,1
1125-SNVCK,Female,1,49,4-6 yrs,Month-to-month,DSL,43.8,2106.05,42.121,No,0
0384-LPITE,Male,0,40,2-4 yrs,One year,DSL,62.05,2511.55,61.25731707317074,No,0
4616-EWBNJ,Female,0,16,1-2 yrs,One year,No,20.1,318.6,18.741176470588236,No,0
6347-DCUIK,Male,0,10,0-1 yr,Month-to-month,Fiber optic,74.15,811.8,73.8,Yes,1
1335-HQMKX,Female,0,72,4-6 yrs,One year,Fiber optic,101.35,7323.15,100.31712328767122,No,0
2545-EBUPK,Female,1,2,0-1 yr,Month-to-month,Fiber optic,84.05,186.05,62.01666666666667,No,0
6923-AQONU,Male,0,23,1-2 yrs,Two year,No,20.9,454.0,18.916666666666668,No,0
2172-EJXVF,Female,1,71,4-6 yrs,One year,Fiber optic,105.9,7521.95,104.47152777777778,No,0
0897-FEGMU,Female,0,11,0-1 yr,Month-to-month,Fiber optic,99.5,1056.95,88.07916666666667,Yes,1
7663-RGWBC,Male,0,1,0-1 yr,Month-to-month,DSL,44.15,44.15,22.075,Yes,1
1120-BMWUB,Female,0,16,1-2 yrs,Month-to-month,DSL,53.9,834.15,49.067647058823525,Yes,1
9124-LHCJQ,Female,0,1,0-1 yr,Month-to-month,Fiber optic,85.45,85.45,42.725,Yes,1
4536-PLEQY,Male,0,12,0-1 yr,Month-to-month,Fiber optic,85.05,999.8,76.9076923076923,No,0
7029-IJEJK,Female,0,54,4-6 yrs,One year,DSL,44.1,2369.7,43.08545454545454,No,0
8871-JLMHM,Female,0,68,4-6 yrs,Two year,Fiber optic,90.2,6297.65,91.27028985507246,No,0
2235-ZGKPT,Female,0,4,0-1 yr,Month-to-month,DSL,50.85,239.55,47.910000000000004,Yes,1
3891-PUQOD,Female,0,1,0-1 yr,Month-to-month,DSL,59.2,59.2,29.6,Yes,1
5447-VYTKW,Male,0,27,2-4 yrs,Month-to-month,DSL,53.45,1461.45,52.19464285714286,No,0
3623-FQBOX,Male,0,21,1-2 yrs,Month-to-month,No,19.95,416.4,18.927272727272726,No,0
0689-NKYLF,Male,0,13,1-2 yrs,Month-to-month,Fiber optic,83.2,1060.6,75.75714285714285,Yes,1
8659-HDIYE,Female,1,64,4-6 yrs,Month-to-month,DSL,74.65,4869.35,74.91307692307693,No,0
3658-KIBGF,Female,0,1,0-1 yr,Month-to-month,DSL,54.9,54.9,27.45,Yes,1
3474-BAFSJ,Male,0,57,4-6 yrs,Two year,DSL,57.5,3265.95,56.30948275862069,No,0
5519-YLDGW,Female,0,21,1-2 yrs,Month-to-month,Fiber optic,103.9,2254.2,102.46363636363635,Yes,1
3865-ZFZIB,Male,0,19,1-2 yrs,Two year,No,19.65,358.15,17.9075,No,0
1855-AGAWH,Male,0,31,2-4 yrs,One year,Fiber optic,93.8,2939.8,91.86875,No,0
7109-CQYUZ,Male,0,52,4-6 yrs,Two year,DSL,89.25,4652.4,87.78113207547169,No,0
1370-GGAWX,Female,0,46,2-4 yrs,One year,Fiber optic,94.15,4408.45,93.7968085106383,No,0
4680-KUTAJ,Female,1,11,0-1 yr,Month-to-month,DSL,55.6,580.8,48.4,No,0
5307-UVGNB,Female,0,53,4-6 yrs,Month-to-month,DSL,48.7,2495.2,46.2074074074074,No,0
4946-EDSEW,Female,0,11,0-1 yr,Month-to-month,No,19.25,180.3,15.025,Yes,1
2883-ILGWO,Male,1,57,4-6 yrs,Month-to-month,Fiber optic,104.9,5913.95,101.96465517241379,No,0
2516-VQRRV,Female,1,2,0-1 yr,Month-to-month,Fiber optic,75.45,158.4,52.800000000000004,Yes,1
7580-UGXNC,Female,1,2,0-1 yr,Month-to-month,DSL,54.85,104.2,34.733333333333334,Yes,1
3642-BYHDO,Female,0,71,4-6 yrs,Two year,No,19.9,1389.35,19.296527777777776,No,0
9629-NHXFW,Female,0,1,0-1 yr,Month-to-month,No,19.4,19.4,9.7,No,0
2696-RZVZW,Male,0,68,4-6 yrs,Two year,No,25.05,1629.2,23.61159420289855,No,0
5766-FTRTS,Male,0,72,4-6 yrs,Two year,DSL,84.45,6033.1,82.64520547945206,No,0
0396-HUJBP,Female,0,2,0-1 yr,Month-to-month,No,19.3,44.4,14.799999999999999,No,0
5178-LMXOP,Male,1,1,0-1 yr,Month-to-month,Fiber optic,95.1,95.1,47.55,Yes,1
8879-ZKJOF,Female,0,41,2-4 yrs,One year,DSL,79.85,3320.75,79.06547619047619,No,0
6285-FTQBF,Male,0,72,4-6 yrs,Two year,No,25.55,1867.7,25.584931506849315,No,0
8185-UPYBR,Male,0,6,0-1 yr,Month-to-month,Fiber optic,75.5,438.0,62.57142857142857,Yes,1
4585-HETAI,Female,0,4,0-1 yr,Month-to-month,Fiber optic,73.75,325.45,65.09,Yes,1
7526-BEZQB,Male,0,12,0-1 yr,Month-to-month,Fiber optic,96.05,1148.1,88.3153846153846,Yes,1
1474-JUWSM,Female,0,58,4-6 yrs,One year,DSL,68.4,3972.25,67.32627118644068,No,0
3530-CRZSB,Female,0,7,0-1 yr,Month-to-month,No,20.65,155.9,19.4875,No,0
8498-XXGWA,Female,0,65,4-6 yrs,Month-to-month,DSL,55.15,3673.15,55.65378787878788,No,0
9617-INGJY,Male,0,1,0-1 yr,Month-to-month,Fiber optic,70.6,70.6,35.3,No,0
0621-TSSMU,Male,0,56,4-6 yrs,One year,No,19.95,1126.75,19.767543859649123,No,0
7234-KMNRQ,Male,0,4,0-1 yr,Month-to-month,No,19.0,73.45,14.690000000000001,No,0
7636-PEPNS,Female,0,58,4-6 yrs,One year,DSL,44.1,2413.05,40.89915254237288,No,0
4683-WYDOU,Male,0,62,4-6 yrs,Two year,Fiber optic,107.6,6912.7,109.72539682539683,No,0
9052-DHNKM,Male,0,26,2-4 yrs,One year,DSL,61.55,1581.95,58.59074074074074,No,0
6794-HKIAJ,Male,0,62,4-6 yrs,Month-to-month,Fiber optic,90.7,5586.45,88.67380952380952,No,0
5578-NKCXI,Female,0,58,4-6 yrs,One year,Fiber optic,99.25,5846.65,99.0957627118644,No,0
1642-HMARX,Female,0,68,4-6 yrs,Two year,DSL,91.7,6424.7,93.11159420289854,No,0
3096-WPXBT,Female,0,61,4-6 yrs,One year,Fiber optic,100.7,6018.65,97.07499999999999,No,0
8434-PNQZX,Female,0,42,2-4 yrs,Two year,DSL,78.45,3373.4,78.45116279069768,No,0
5950-AAAGJ,Male,0,18,1-2 yrs,Month-to-month,Fiber optic,84.3,1537.9,80.9421052631579,No,0
4299-OPXEJ,Female,0,56,4-6 yrs,Two year,No,19.55,1080.55,18.95701754385965,No,0
4951-UKAAQ,Female,0,4,0-1 yr,Month-to-month,Fiber optic,88.95,355.2,71.03999999999999,Yes,1
9618-LFJRU,Female,0,4,0-1 yr,Month-to-month,No,20.45,82.85,16.57,No,0
6693-DJWTY,Female,0,35,2-4 yrs,One year,DSL,55.6,2016.45,56.0125,No,0
0744-GKNGE,Female,0,64,4-6 yrs,Month-to-month,Fiber optic,86.8,5327.25,81.95769230769231,No,0
6447-EGDIV,Female,0,31,2-4 yrs,One year,No,20.95,683.25,21.3515625,No,0
1167-OYZJF,Female,1,67,4-6 yrs,Two year,No,20.05,1263.05,18.574264705882353,No,0
2108-YKQTY,Female,0,4,0-1 yr,Month-to-month,DSL,50.7,151.3,30.26,Yes,1
4806-DXQCE,Female,1,70,4-6 yrs,Two year,Fiber optic,113.65,7714.65,108.65704225352113,No,0
4918-QLLIW,Male,0,3,0-1 yr,Month-to-month,DSL,53.4,188.7,47.175,Yes,1
7056-IMHCC,Male,1,53,4-6 yrs,Month-to-month,Fiber optic,101.9,5549.4,102.76666666666667,Yes,1
4854-SSLTN,Male,0,2,0-1 yr,Two year,DSL,59.5,130.5,43.5,No,0
5294-DMSFH,Female,0,29,2-4 yrs,Month-to-month,Fiber optic,87.8,2621.75,87.39166666666667,No,0
4837-PZTIC,Female,0,47,2-4 yrs,Two year,DSL,41.9,1875.25,39.067708333333336,No,0
1625-JAIIY,Female,0,68,4-6 yrs,One year,Fiber optic,83.0,5685.8,82.40289855072464,Yes,1
0603-OLQDC,Male,0,12,0-1 yr,Month-to-month,DSL,69.85,837.5,64.42307692307692,No,0
3272-VUHPV,Female,0,8,0-1 yr,Month-to-month,DSL,56.3,401.5,44.611111111111114,No,0
4176-FXYBO,Male,0,54,4-6 yrs,Month-to-month,Fiber optic,109.55,6118.95,111.25363636363636,No,0
1063-DHQJF,Male,0,69,4-6 yrs,Two year,Fiber optic,92.15,6480.9,92.58428571428571,No,0
8663-UPDGF,Female,0,26,2-4 yrs,Month-to-month,DSL,69.5,1800.05,66.66851851851851,No,0
6719-FGEDO,Female,0,72,4-6 yrs,Two year,Fiber optic,97.0,7104.2,97.31780821917808,No,0
1837-YQUCE,Female,0,70,4-6 yrs,Two year,DSL,58.35,4214.25,59.355633802816904,No,0
2947-DOMLJ,Male,0,1,0-1 yr,Month-to-month,DSL,50.6,50.6,25.3,Yes,1
4112-LUEIZ,Male,0,10,0-1 yr,Month-to-month,Fiber optic,89.5,863.1,78.46363636363637,Yes,1
0369-ZGOVK,Female,0,28,2-4 yrs,One year,Fiber optic,70.4,1992.2,68.69655172413793,No,0
4510-HIMLV,Male,0,1,0-1 yr,Month-to-month,Fiber optic,69.8,69.8,34.9,Yes,1
9919-KNPOO,Female,0,21,1-2 yrs,Month-to-month,Fiber optic,94.3,1948.35,88.56136363636364,No,0
8749-JMNKX,Male,1,51,4-6 yrs,Month-to-month,Fiber optic,93.8,4750.95,91.36442307692307,Yes,1
7872-BAAZR,Female,0,53,4-6 yrs,One year,No,19.55,1007.9,18.664814814814815,No,0
9391-LMANN,Male,0,53,4-6 yrs,One year,Fiber optic,95.95,5036.9,93.27592592592592,No,0
2430-USGXP,Male,0,24,1-2 yrs,Month-to-month,Fiber optic,101.05,2391.8,95.67200000000001,Yes,1
8174-TBVCF,Female,0,70,4-6 yrs,Two year,DSL,94.8,6859.05,96.60633802816902,No,0
1698-XFZCI,Male,0,61,4-6 yrs,One year,Fiber optic,107.75,6521.9,105.19193548387096,No,0
1877-HKBQX,Female,0,11,0-1 yr,One year,DSL,54.6,617.85,51.487500000000004,No,0
4450-DLLMH,Male,0,2,0-1 yr,Month-to-month,Fiber optic,71.3,157.75,52.583333333333336,No,0
0428-AXXLJ,Male,0,25,2-4 yrs,One year,No,19.5,516.3,19.857692307692307,No,0
2746-DIJLO,Female,0,41,2-4 yrs,One year,DSL,56.3,2364.0,56.285714285714285,No,0
5955-ERIHD,Male,0,18,1-2 yrs,Month-to-month,Fiber optic,94.7,1687.95,88.83947368421053,Yes,1
0917-EZOLA,Male,1,72,4-6 yrs,Two year,Fiber optic,104.15,7689.95,105.34178082191781,Yes,1
3508-VLHCZ,Female,0,71,4-6 yrs,Two year,DSL,90.55,6239.05,86.65347222222222,No,0
4086-ATNFV,Female,0,34,2-4 yrs,One year,DSL,60.8,2042.05,58.34428571428571,No,0
0468-YRPXN,Male,0,29,2-4 yrs,Month-to-month,Fiber optic,98.8,2807.1,93.57,No,0
5996-NRVXR,Male,1,40,2-4 yrs,One year,Fiber optic,98.15,4116.8,100.40975609756099,No,0
3739-YBWAB,Male,0,36,2-4 yrs,One year,DSL,35.35,1317.95,35.62027027027027,No,0
7047-FWEYA,Female,0,46,2-4 yrs,One year,Fiber optic,103.15,4594.65,97.75851063829786,No,0
2000-MPKCA,Female,0,58,4-6 yrs,One year,Fiber optic,107.75,6332.75,107.33474576271186,No,0
9762-YAQAA,Male,0,39,2-4 yrs,One year,Fiber optic,81.4,3213.75,80.34375,No,0
5949-EBSQK,Male,0,4,0-1 yr,Month-to-month,DSL,61.45,229.55,45.910000000000004,Yes,1
5473-KHBPS,Female,0,52,4-6 yrs,One year,Fiber optic,95.7,4976.15,93.88962264150943,No,0
0100-DUVFC,Male,1,70,4-6 yrs,One year,Fiber optic,104.8,7308.95,102.94295774647887,No,0
5397-TUPSH,Male,1,65,4-6 yrs,One year,Fiber optic,70.95,4555.2,69.01818181818182,No,0
8950-MTZNV,Male,0,1,0-1 yr,Month-to-month,DSL,44.95,44.95,22.475,No,0
0326-VDYXE,Female,0,70,4-6 yrs,One year,Fiber optic,97.65,6982.5,98.34507042253522,No,0
6773-LQTVT,Female,1,29,2-4 yrs,Month-to-month,DSL,35.65,1025.15,34.17166666666667,No,0
7274-RTAPZ,Male,0,1,0-1 yr,Month-to-month,Fiber optic,90.55,90.55,45.275,Yes,1
0436-TWFFZ,Female,0,67,4-6 yrs,Two year,DSL,85.25,5714.2,84.03235294117647,No,0
8566-YPRGL,Female,0,1,0-1 yr,Month-to-month,No,19.5,19.5,9.75,No,0
0311-UNPFF,Female,0,26,2-4 yrs,Month-to-month,Fiber optic,88.8,2274.35,84.23518518518519,Yes,1
6609-MXJHJ,Female,0,30,2-4 yrs,Two year,No,25.1,789.55,25.469354838709677,No,0
2669-OIDSD,Female,0,48,2-4 yrs,Month-to-month,Fiber optic,100.05,4834.0,98.65306122448979,No,0
8400-WZICQ,Female,0,55,4-6 yrs,Month-to-month,DSL,55.7,3131.8,55.925000000000004,No,0
3834-XUIFC,Male,0,7,0-1 yr,Month-to-month,Fiber optic,85.2,602.55,75.31875,Yes,1
9576-SYUHJ,Male,0,37,2-4 yrs,Month-to-month,Fiber optic,91.15,3369.25,88.66447368421052,No,0
0410-IPFTY,Female,0,31,2-4 yrs,Month-to-month,Fiber optic,83.85,2674.15,83.5671875,No,0
2831-EBWRN,Male,0,4,0-1 yr,Month-to-month,DSL,45.9,199.75,39.95,No,0
9430-NKQLY,Male,0,72,4-6 yrs,Two year,No,25.1,1790.8,24.53150684931507,No,0
8414-MYSHR,Male,1,5,0-1 yr,Month-to-month,Fiber optic,91.4,449.75,74.95833333333333,Yes,1
0247-SLUJI,Male,0,1,0-1 yr,Month-to-month,No,19.7,19.7,9.85,No,0
9402-ORRAH,Female,1,15,1-2 yrs,Month-to-month,Fiber optic,91.5,1400.3,87.51875,No,0
6483-OATDN,Male,0,8,0-1 yr,Month-to-month,DSL,51.3,411.6,45.733333333333334,No,0
1293-HHSHJ,Female,0,35,2-4 yrs,One year,No,21.1,741.0,20.583333333333332,No,0
4840-ORQXB,Female,1,56,4-6 yrs,Month-to-month,Fiber optic,104.75,5841.35,102.47982456140352,No,0
7599-FKVXZ,Male,0,42,2-4 yrs,Month-to-month,Fiber optic,106.15,4512.7,104.94651162790697,Yes,1
3982-DQLUS,Male,1,65,4-6 yrs,Month-to-month,Fiber optic,85.75,5688.45,86.18863636363636,No,0
8610-ZIKJJ,Female,0,2,0-1 yr,One year,No,20.3,31.9,10.633333333333333,No,0
3756-VNWDH,Male,1,65,4-6 yrs,One year,Fiber optic,100.75,6674.65,101.1310606060606,No,0
7801-KICAO,Female,0,18,1-2 yrs,Month-to-month,Fiber optic,74.15,1345.75,70.82894736842105,No,0
7673-LPRNY,Female,0,23,1-2 yrs,One year,DSL,78.55,1843.05,76.79375,No,0
8229-TNIQA,Female,0,4,0-1 yr,Month-to-month,DSL,45.3,196.95,39.39,Yes,1
6060-QBMGV,Male,0,70,4-6 yrs,Two year,No,19.85,1433.8,20.194366197183097,No,0
7339-POGZN,Female,0,4,0-1 yr,Month-to-month,DSL,50.7,214.55,42.910000000000004,No,0
2828-SLQPF,Male,0,19,1-2 yrs,Month-to-month,DSL,45.0,865.85,43.292500000000004,No,0
4465-VDKIQ,Female,0,18,1-2 yrs,Month-to-month,Fiber optic,77.8,1358.6,71.50526315789473,No,0
2921-XWDJH,Female,1,38,2-4 yrs,Month-to-month,Fiber optic,83.45,3147.15,80.69615384615385,No,0
6221-AVQYL,Male,0,2,0-1 yr,Month-to-month,Fiber optic,73.25,131.05,43.68333333333334,Yes,1
2558-BUOZZ,Male,0,47,2-4 yrs,One year,Fiber optic,94.8,4535.85,94.496875,No,0
9257-AZMTZ,Female,0,52,4-6 yrs,Two year,No,20.1,1078.75,20.35377358490566,No,0
0003-MKNFE,Male,0,9,0-1 yr,Month-to-month,DSL,59.9,542.4,54.239999999999995,No,0
0975-UYDTX,Female,0,26,2-4 yrs,One year,DSL,90.1,2312.55,85.65,No,0
7743-EXURX,Male,0,8,0-1 yr,Month-to-month,DSL,51.05,415.05,46.11666666666667,Yes,1
4682-BLBUC,Male,0,44,2-4 yrs,One year,DSL,70.95,3250.45,72.23222222222222,No,0
0975-VOOVL,Female,0,3,0-1 yr,Month-to-month,DSL,29.2,98.5,24.625,No,0
5968-VXZLG,Male,0,2,0-1 yr,Month-to-month,DSL,46.6,87.9,29.3,No,0
